SeqName	Description	Gene ID	log2FC	"baseMean
MtrBTN2"	"baseMean
Hemocytes"	FDR	"Confimed
Quanteval"
TRINITY_DN10208_c0_g1_i22693	Zinc finger protein 227	ZNF227	3.367192969	3.882965135	0.342606682	3.80E-02	TRUE
TRINITY_DN5212_c0_g1_i9228812	Polycomb protein eed	EED	2.991029511	4.156632748	0.519426201	3.80E-02	TRUE
TRINITY_DN139693_c0_g3_i148316	Hypothetical predicted protein	 -	3.465249703	4.149227243	0.360019913	3.82E-02	TRUE
TRINITY_DN10530_c0_g1_i26897	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like	DUS4L	1.825010566	15.42802378	4.348891952	3.83E-02	TRUE
TRINITY_DN29404_c0_g2_i1159310	Glutaminyl-peptide cyclotransferase	QPCT	1.456689902	34.5659168	12.59629768	3.83E-02	TRUE
TRINITY_DN96551_c1_g1_i2307801	Hypothetical predicted protein	 -	5.33373992	7.795552288	0	3.83E-02	TRUE
TRINITY_DN27438_c0_g1_i1151597	Mediator of RNA polymerase II transcription subunit 8	MED8	3.377193455	3.918957542	0.351684329	3.83E-02	TRUE
TRINITY_DN39215_c0_g1_i1193184	Genome polyprotein	 -	4.432307808	4.170408641	0	3.83E-02	TRUE
TRINITY_DN11126_c0_g1_i314427	Hypothetical predicted protein	 -	-4.162230329	0	2.945624894	3.84E-02	TRUE
TRINITY_DN7205_c1_g1_i1268839	Noggin	NOG	-2.827764196	34.00372695	241.1600391	3.85E-02	TRUE
TRINITY_DN861_c0_g1_i13291898	LIM and SH3 domain protein 1	LASP1	-1.151168395	28.98584242	64.37027233	3.85E-02	TRUE
TRINITY_DN526573_c0_g1_i1230023	Hypothetical predicted protein	 -	5.55306762	9.079820204	0	3.85E-02	TRUE
TRINITY_DN8015_c1_g3_i1282535	Imidazolonepropionase	AMDHD1	-3.273271304	1.54312452	14.6826977	3.85E-02	FALSE
TRINITY_DN6968_c0_g1_i5264429	Nucleolar protein 8	NOL8	1.626831572	8.614484895	2.787454335	3.87E-02	TRUE
TRINITY_DN19638_c0_g1_i3101525	Acid phosphatase type 7 	ACP7	-4.256783213	0.308624904	6.145604669	3.87E-02	TRUE
TRINITY_DN30685_c0_g1_i5164701	Hypothetical predicted protein	 -	1.345544235	31.23562216	12.31995988	3.87E-02	TRUE
TRINITY_DN111784_c1_g1_i115243	Hypothetical predicted protein	 -	2.145742698	40.68500187	9.209332342	3.88E-02	TRUE
TRINITY_DN1179_c0_g1_i723826	Proteasome subunit alpha type-5	PSMA5	2.311231297	55.27279557	11.13041769	3.88E-02	TRUE
TRINITY_DN9550_c0_g1_i1306328	Stathmin	STMN1	3.22471095	311.0647592	33.27780659	3.89E-02	TRUE
TRINITY_DN11189_c0_g1_i315481	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	SNRNP27	0.871869514	49.83788562	27.21388597	3.89E-02	TRUE
TRINITY_DN4274_c0_g1_i14203512	Hypothetical predicted protein	 -	4.941814981	11.55246415	0.356829475	3.89E-02	TRUE
TRINITY_DN10503_c0_g1_i36585	Palmitoyltransferase ZDHHC9	ZDHHC9	3.75950077	7.147645346	0.533711839	3.89E-02	TRUE
TRINITY_DN3904_c0_g1_i1192714	Cholecystokinin receptor type A	CCKAR	-3.930131239	1.49335622	22.77631704	3.89E-02	TRUE
TRINITY_DN60709_c0_g1_i2247244	Polyadenylate-binding protein 1	PABPC1	4.531339989	8.708686222	0.342606682	3.89E-02	TRUE
TRINITY_DN106096_c0_g1_i17882	Hypothetical predicted protein	 -	-0.993304404	23.01448777	45.80572857	3.89E-02	TRUE
TRINITY_DN40558_c0_g1_i3197231	Pre-mRNA-splicing factor RBM22	RBM22	-3.315858217	3.617738142	35.84645419	3.89E-02	FALSE
TRINITY_DN120597_c0_g1_i327124	Fatty acid synthase	FASN	4.326760046	3.876594746	0	3.90E-02	TRUE
TRINITY_DN16865_c0_g1_i277302	ERC protein 2	ERC2	4.326760046	3.876594746	0	3.90E-02	TRUE
TRINITY_DN24704_c0_g1_i6138718	Hypothetical predicted protein	 -	4.62080624	4.751666043	0	3.90E-02	TRUE
TRINITY_DN25362_c0_g1_i1142019	Hypothetical predicted protein	 -	-4.246857855	0	3.126314068	3.90E-02	TRUE
TRINITY_DN43498_c0_g1_i1205472	Zinc finger protein 16	ZNF16	3.84803675	3.882965135	0.180009956	3.90E-02	TRUE
TRINITY_DN2193_c1_g1_i1119426	Protein MAK16 homolog	MAK16	1.274476515	22.89753056	9.451109334	3.91E-02	TRUE
TRINITY_DN19610_c0_g1_i6101259	Protein mono-ADP-ribosyltransferase PARP14 	PARP14	-4.470356348	0	3.653490903	3.91E-02	TRUE
TRINITY_DN3223_c0_g1_i3170860	Hypothetical predicted protein	 -	1.551632197	98.56786427	33.61431693	3.91E-02	TRUE
TRINITY_DN24688_c0_g1_i3138642	Hypothetical predicted protein	 -	-4.596567482	0	3.985681601	3.92E-02	TRUE
TRINITY_DN24888_c0_g1_i1139624	Hypothetical predicted protein	 -	-5.564628142	0	7.80515385	3.92E-02	TRUE
TRINITY_DN12690_c0_g1_i134639	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	-3.583663498	0.308624904	3.854712561	3.93E-02	TRUE
TRINITY_DN24877_c0_g1_i3139543	Fatty acid synthase	FASN	4.331280177	3.890370639	0	3.93E-02	TRUE
TRINITY_DN25420_c0_g2_i1142242	Usherin	USH2A	4.331280177	3.890370639	0	3.93E-02	TRUE
TRINITY_DN30114_c0_g1_i10162074	Hypothetical predicted protein	 -	4.331280177	3.890370639	0	3.93E-02	TRUE
TRINITY_DN50317_c2_g2_i1224069	Hypothetical predicted protein	 -	-2.44846104	7.802957792	42.53765983	3.93E-02	TRUE
TRINITY_DN21569_c0_g1_i1117244	Hypothetical predicted protein	 -	1.396771164	12.93523355	4.905935655	3.94E-02	TRUE
TRINITY_DN4570_c0_g2_i1211010	ZZ-type zinc finger-containing protein 3	ZZZ3	2.54624218	8.182532394	1.395681876	3.94E-02	TRUE
TRINITY_DN20374_c0_g1_i2108411	Protein kinase C-binding protein NELL2	NELL2	-4.324268026	0	3.2993582	3.94E-02	TRUE
TRINITY_DN7069_c0_g2_i11266432	Hypothetical predicted protein	 -	4.632490236	4.794028838	0	3.94E-02	TRUE
TRINITY_DN9664_c0_g1_i2307927	WW domain-containing oxidoreductase	WWOX	-5.844978615	0	9.495170556	3.94E-02	TRUE
TRINITY_DN13754_c0_g1_i1245773	Hypothetical predicted protein	 -	1.168738596	18.88644192	8.386804907	3.94E-02	TRUE
TRINITY_DN4546_c0_g3_i1210430	Myocyte-specific enhancer factor 2A	MEF2A	-2.165588974	1.801981124	8.055324849	3.94E-02	TRUE
TRINITY_DN8109_c0_g1_i2284011	Hypothetical predicted protein	 -	3.353527707	8.980283604	0.882636551	3.95E-02	FALSE
TRINITY_DN2888_c0_g1_i5157393	Heat shock 75 kDa protein 90	HSPA90	1.038221023	38.72254955	18.85125177	3.95E-02	TRUE
TRINITY_DN86869_c0_g2_i2292927	Protein phosphatase 1G	PPM1G	-5.583465591	0.308624904	15.40891096	3.96E-02	TRUE
TRINITY_DN27431_c0_g1_i4151569	Hypothetical predicted protein	 -	-4.035067178	0.287443506	5.271700407	3.97E-02	TRUE
TRINITY_DN31739_c0_g2_i4169055	Hypothetical predicted protein	 -	2.437633317	5.663764861	1.03686627	3.97E-02	TRUE
TRINITY_DN2850_c0_g1_i2155825	Ragulator complex protein LAMTOR1	LAMTOR1	3.360619762	5.419719266	0.5348533	3.97E-02	TRUE
TRINITY_DN91441_c0_g2_i4300012	Hypothetical predicted protein	 -	6.066293068	105.4815682	1.572564241	3.97E-02	TRUE
TRINITY_DN16278_c0_g1_i171872	Hypothetical predicted protein	 -	-3.996604886	0	2.637836335	3.98E-02	TRUE
TRINITY_DN184_c0_g1_i892516	Insulin-like growth factor-binding protein 3	IGFBP3	2.592701964	1114.00071	184.6766652	3.98E-02	TRUE
TRINITY_DN134506_c0_g1_i1242741	Hypothetical predicted protein	 -	4.722151606	5.101618627	0	3.98E-02	TRUE
TRINITY_DN1634_c0_g1_i1072426	HBS1-like protein	HBS1L	1.474390191	38.82584694	13.9559604	3.98E-02	TRUE
TRINITY_DN29706_c0_g1_i4160324	Cytochrome P450 2F2	CYP2F2	-5.921037977	0	9.991711312	3.98E-02	TRUE
TRINITY_DN8294_c0_g1_i10287067	Glutathione S-transferase	 -	-6.066638729	1.184731316	80.03749633	3.98E-02	TRUE
TRINITY_DN22168_c0_g1_i1120706	Collagen alpha-1(I) chain	COL1A1	5.472174724	8.58432351	0	3.98E-02	TRUE
TRINITY_DN50862_c0_g1_i12225539	Calcineurin subunit B	 -	3.71323671	13.78171795	1.051120486	3.99E-02	TRUE
TRINITY_DN7395_c0_g1_i1271970	Mannose-1-phosphate guanyltransferase beta	GMPPB	1.517734077	17.00921094	5.934434918	3.99E-02	TRUE
TRINITY_DN86060_c0_g1_i3291722	Hypothetical predicted protein	 -	3.837159657	3.848007844	0.180009956	3.99E-02	TRUE
TRINITY_DN1876_c0_g2_i194696	V-type proton ATPase 116 kDa subunit a1	ATP6V0A1	1.901222093	7.200518993	1.925421453	3.99E-02	TRUE
TRINITY_DN3587_c0_g2_i1182935	Sodium- and chloride-dependent glycine transporter 1	SLC6A9	-3.832960145	0.89728781	12.78030075	3.99E-02	TRUE
TRINITY_DN12466_c0_g1_i432104	Cytosolic phospholipase A2	PLA2G4A	-3.884609525	0	2.427403	4.00E-02	TRUE
TRINITY_DN13315_c1_g1_i241412	Hypothetical predicted protein	 -	-1.577660105	3.274155947	9.800313865	4.00E-02	TRUE
TRINITY_DN30629_c0_g1_i1164444	Xanthine dehydrogenase/oxidase	XDH	2.091623205	7.480556995	1.76285615	4.00E-02	TRUE
TRINITY_DN12_c0_g1_i138060	Elongation factor 1-alpha 1	EEF1A1	0.762121256	6582.086166	3880.92893	4.00E-02	TRUE
TRINITY_DN10496_c0_g1_i96488	Hypothetical predicted protein	 -	3.091442588	4.457852147	0.519426201	4.01E-02	TRUE
TRINITY_DN4927_c0_g1_i13221388	Hypothetical predicted protein	 -	1.702803698	23.84823138	7.310686009	4.01E-02	TRUE
TRINITY_DN6219_c0_g3_i2250017	DDB1- and CUL4-associated factor 8	DCAF8	2.124487301	6.87708308	1.582783349	4.01E-02	TRUE
TRINITY_DN12607_c0_g1_i733735	radical S-adenosyl methionine domain-containing protein 2	RSAD2	-4.395059038	0	3.464269269	4.01E-02	FALSE
TRINITY_DN14979_c0_g1_i1059957	DET1- and DDB1-associated protein 1	DDA1	1.213810067	40.78453847	17.58281065	4.01E-02	TRUE
TRINITY_DN309010_c0_g1_i1165593	Hypothetical predicted protein	 -	-3.889877287	0	2.442830099	4.01E-02	TRUE
TRINITY_DN27854_c0_g1_i10153358	Glutamate carboxypeptidase 2	FOLH1	-4.081583451	0	2.790581928	4.03E-02	TRUE
TRINITY_DN129601_c0_g2_i237467	Hypothetical predicted protein	 -	-4.083389264	0	2.795327676	4.05E-02	FALSE
TRINITY_DN833_c0_g1_i4287710	Fructose-bisphosphate aldolase A	ALDOA	-2.842552584	80.25829235	575.2891089	4.05E-02	TRUE
TRINITY_DN4329_c0_g1_i2204967	Hypothetical predicted protein	 -	2.306393579	80.1768318	16.18557759	4.05E-02	TRUE
TRINITY_DN3107_c3_g1_i1166396	Apoptosis inhibitor 1	CAAP1	2.32274973	7.880277879	1.564197234	4.06E-02	TRUE
TRINITY_DN2952_c0_g1_i15159759	Palmitoyltransferase ZDHHC2 	ZDHHC2	2.230414789	10.62555432	2.262820143	4.06E-02	TRUE
TRINITY_DN3010_c1_g1_i1162059	Peroxisome proliferator-activated receptor gamma	PPARG	-3.704332077	0.3012194	4.182642546	4.06E-02	TRUE
TRINITY_DN1248_c0_g1_i632378	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6	NDUFA6	0.562789365	146.1952442	98.99476159	4.07E-02	TRUE
TRINITY_DN192779_c0_g3_i198185	Hypothetical predicted protein	 -	3.779645064	5.18204406	0.342606682	4.07E-02	TRUE
TRINITY_DN8109_c0_g1_i9284014	Uncharacterized protein KIAA1143	KIAA1143	-5.186134706	0.3012194	11.68826361	4.07E-02	FALSE
TRINITY_DN14683_c0_g2_i256800	Hypothetical predicted protein	 -	1.080672063	38.07241268	18.01161451	4.07E-02	TRUE
TRINITY_DN405044_c0_g3_i1197020	Hypothetical predicted protein	 -	-4.606156988	0	4.016199248	4.07E-02	TRUE
TRINITY_DN7857_c0_g1_i4279910	Importin subunit alpha-7	KPNA6	1.153211946	15.58369907	6.997792066	4.07E-02	TRUE
TRINITY_DN14306_c0_g1_i152732	Antiviral helicase SKI2	SKI2	1.483491924	10.74627232	3.836557267	4.07E-02	TRUE
TRINITY_DN20749_c0_g1_i10111154	WSC domain-containing protein 1	WSCD1	-4.662589586	0	4.175294293	4.07E-02	TRUE
TRINITY_DN1593_c0_g1_i568938	Zinc finger RNA-binding protein	ZFR	0.792344823	51.1474754	29.50281456	4.08E-02	TRUE
TRINITY_DN36353_c1_g1_i1184491	Hypothetical predicted protein	 -	8.560615169	72.95760827	0	4.08E-02	TRUE
TRINITY_DN18622_c0_g1_i193543	Protein-S-isoprenylcysteine O-methyltransferase	ICMTB	2.351300205	5.347734453	1.051120486	4.08E-02	TRUE
TRINITY_DN8556_c0_g1_i14290936	ubiquitin-conjugating enzyme E2 J1	UBE2J1	1.486866358	16.22316539	5.7841377	4.09E-02	TRUE
TRINITY_DN5161_c0_g1_i5227548	paired amphipathic helix protein Sin3a	SIN3A	-1.941192352	2.69186343	10.33757578	4.11E-02	FALSE
TRINITY_DN3490_c0_g2_i1179660	Surfeit locus protein 2	SURF2	2.199868916	25.64553268	5.571789418	4.11E-02	TRUE
TRINITY_DN1018_c0_g1_i22344	Heterogeneous nuclear ribonucleoprotein D-like	Hnrnpdl	1.320077758	84.63625843	33.9064999	4.12E-02	TRUE
TRINITY_DN18488_c0_g1_i392393	Hypothetical predicted protein	 -	4.44567629	4.213806552	0	4.13E-02	TRUE
TRINITY_DN21722_c0_g2_i10118245	Hypothetical predicted protein	 -	4.44567629	4.213806552	0	4.13E-02	TRUE
TRINITY_DN35267_c0_g1_i2180696	Hypothetical predicted protein	 -	2.497441096	66.38394756	11.76564707	4.13E-02	TRUE
TRINITY_DN4466_c0_g2_i1208329	Heat shock 70 kDa protein 12	 -	2.637119075	17.49469253	2.81586016	4.14E-02	TRUE
TRINITY_DN5573_c0_g1_i2236772	Hypothetical predicted protein	 -	-1.566333012	7.100982392	21.12727031	4.14E-02	TRUE
TRINITY_DN1634_c0_g1_i572428	Eukaryotic peptide chain release factor GTP-binding subunit	 -	0.821278776	54.40214051	30.73572861	4.14E-02	TRUE
TRINITY_DN251971_c0_g1_i2141249	Hypothetical predicted protein	 -	4.449937472	4.227582446	0	4.14E-02	TRUE
TRINITY_DN25642_c0_g1_i1143344	Hypothetical predicted protein	 -	4.449937472	4.227582446	0	4.14E-02	TRUE
TRINITY_DN42465_c2_g1_i10202794	Hypothetical predicted protein	 -	3.582095808	4.515025952	0.354843344	4.14E-02	TRUE
TRINITY_DN30610_c0_g1_i6164378	Hypothetical predicted protein	 -	-3.785163229	0	2.273915344	4.15E-02	FALSE
TRINITY_DN2682_c0_g1_i6148995	Metaxin-1	MTX1	1.052800968	38.74841077	18.70322051	4.15E-02	TRUE
TRINITY_DN55561_c1_g1_i5236349	Syntaxin-1A	STX1A	-3.334398244	2.706674439	27.18981204	4.15E-02	TRUE
TRINITY_DN27727_c0_g1_i1152814	Hypothetical predicted protein	 -	-3.788474551	0	2.284268482	4.16E-02	TRUE
TRINITY_DN11250_c0_g1_i216338	Ribosomal large subunit pseudouridine synthase C	rluC	2.275822838	5.088877849	1.051120486	4.16E-02	TRUE
TRINITY_DN3161_c0_g2_i2168592	Inorganic pyrophosphatase	PPA1	1.148907298	22.06106127	9.938662871	4.16E-02	TRUE
TRINITY_DN6698_c0_g1_i1259156	Mitochondrial ubiquitin ligase activator of NFKB 1	MUL1	2.315927478	13.05752603	2.628727265	4.16E-02	TRUE
TRINITY_DN27194_c0_g1_i3150526	Hypothetical predicted protein	 -	-2.360627207	1.19850721	6.157535736	4.16E-02	TRUE
TRINITY_DN4606_c1_g1_i1211978	Hypothetical predicted protein	 -	5.107409849	6.667994776	0	4.17E-02	TRUE
TRINITY_DN21971_c0_g1_i10119601	Dynactin subunit 1	DCTN1	1.900272203	9.757888531	2.615779963	4.18E-02	TRUE
TRINITY_DN704_c0_g1_i11265989	Hypothetical predicted protein	 -	11.12518748	431.6172131	0	4.18E-02	TRUE
TRINITY_DN66294_c0_g1_i6257822	Hypothetical predicted protein	 -	4.434599677	4.177814146	0	4.18E-02	TRUE
TRINITY_DN899_c1_g3_i1297789	Hypothetical predicted protein	 -	-11.56560845	0	500.0612084	4.18E-02	TRUE
TRINITY_DN51832_c0_g1_i1228100	Hypothetical predicted protein	 -	3.495542783	7.889753615	0.696277142	4.19E-02	TRUE
TRINITY_DN5583_c0_g1_i4236956	Hypothetical predicted protein	 -	-3.804921556	2.706674439	37.69195835	4.19E-02	TRUE
TRINITY_DN225899_c0_g1_i1123909	Universal stress protein UspA	uspA	-4.176923616	0.308624904	5.818345097	4.20E-02	TRUE
TRINITY_DN13186_c0_g1_i440137	Cholesterol transporter ABCA5 	ABCA5	-3.586967567	0.308624904	3.870242269	4.22E-02	TRUE
TRINITY_DN224344_c0_g1_i2122458	Hypothetical predicted protein	 -	5.003721387	6.195253963	0	4.22E-02	TRUE
TRINITY_DN1400_c0_g4_i148940	Hypothetical predicted protein	 -	3.944098171	8.138099368	0.540029869	4.22E-02	TRUE
TRINITY_DN87730_c0_g1_i1294324	Hypothetical predicted protein	 -	-3.151521951	1.213318218	10.64352399	4.23E-02	TRUE
TRINITY_DN10335_c0_g1_i34433	Hypothetical predicted protein	 -	4.818067784	5.455711673	0	4.23E-02	TRUE
TRINITY_DN17797_c0_g1_i186569	Hypothetical predicted protein	 -	4.818067784	5.455711673	0	4.23E-02	TRUE
TRINITY_DN215007_c0_g2_i3116757	Hypothetical predicted protein	 -	4.818067784	5.455711673	0	4.23E-02	TRUE
TRINITY_DN13057_c2_g1_i638784	Adenylate kinase	adk	2.428940989	5.635177959	1.045943917	4.23E-02	TRUE
TRINITY_DN27453_c0_g2_i1151651	Hypothetical predicted protein	 -	-3.991845388	0	2.624458212	4.24E-02	TRUE
TRINITY_DN25158_c1_g2_i2141050	Hypothetical predicted protein	 -	3.288816052	5.124870256	0.522616638	4.24E-02	TRUE
TRINITY_DN1063_c0_g1_i148208	Hypothetical predicted protein	 -	1.625724384	11.34130562	3.679199956	4.24E-02	TRUE
TRINITY_DN59392_c0_g2_i3244397	sedoheptulokinase	SHPK	3.314441735	10.39424951	1.03686627	4.24E-02	TRUE
TRINITY_DN4945_c4_g1_i2221769	Headcase protein	HECA	-2.366785098	5.791888364	29.65856968	4.25E-02	TRUE
TRINITY_DN71_c0_g1_i4268705	Complement C1q tumor necrosis factor-related protein 4	C1QTNF4	-6.445325983	38.51252555	3355.574174	4.25E-02	TRUE
TRINITY_DN8350_c0_g1_i2287839	Monocarboxylate transporter 9	SLC16A9	-3.081898063	1.500761725	12.66265633	4.25E-02	TRUE
TRINITY_DN8755_c0_g1_i10294034	Hypothetical predicted protein	 -	2.207379359	21.73229008	4.68989493	4.25E-02	TRUE
TRINITY_DN47541_c0_g1_i1216400	Hypothetical predicted protein	 -	4.800066325	5.38372686	0	4.25E-02	TRUE
TRINITY_DN3160_c0_g1_i12168566	Zinc finger CCCH domain-containing protein 15	ZC3H15	-1.020542991	10.40906051	21.17296396	4.25E-02	TRUE
TRINITY_DN1856_c0_g1_i1293120	Serine/arginine-rich splicing factor 3	SRSF3	1.095112165	60.69846193	28.39496958	4.25E-02	TRUE
TRINITY_DN14951_c0_g1_i159714	Hypothetical predicted protein	 -	2.864648778	6.351964368	0.862032882	4.26E-02	TRUE
TRINITY_DN15461_c0_g1_i264660	Prostaglandin G/H synthase 2	PTGS2	-2.690821772	0.883511916	5.76799996	4.26E-02	TRUE
TRINITY_DN3731_c0_g1_i1187449	"28S ribosomal protein S23, mitochondrial"	MRPS23	3.093045051	69.88308155	8.178389126	4.26E-02	TRUE
TRINITY_DN103743_c0_g4_i14913	cleavage and polyadenylation specificity factor subunit 1	CPSF1	-4.243070781	0	3.11609496	4.26E-02	FALSE
TRINITY_DN13278_c0_g1_i241081	Spindle and kinetochore-associated protein 3	SKA3	2.210566986	5.67013525	1.227971427	4.26E-02	TRUE
TRINITY_DN11246_c0_g1_i116277	Neuronal acetylcholine receptor subunit alpha-4	CHRNA4	-4.328033781	0	3.310287948	4.27E-02	TRUE
TRINITY_DN8068_c0_g1_i1283422	DNA repair and recombination protein RAD54-like	RAD54L	2.24161522	11.55986966	2.450024223	4.27E-02	TRUE
TRINITY_DN13477_c0_g1_i443085	Hypothetical predicted protein	 -	2.682228848	4.48643905	0.694259588	4.27E-02	TRUE
TRINITY_DN102_c0_g1_i13919	60S ribosomal protein L3	RPL3	0.809462629	704.3154072	401.8250387	4.27E-02	TRUE
TRINITY_DN26931_c0_g1_i3149434	Phosphatidylcholine-sterol acyltransferase	LCAT	-1.50617688	4.212771437	11.92822413	4.28E-02	TRUE
TRINITY_DN2520_c0_g1_i3141279	Eukaryotic peptide chain release factor subunit 1	ETF1	1.091796468	57.73074458	27.07385654	4.28E-02	TRUE
TRINITY_DN8215_c0_g1_i2285801	Hypothetical predicted protein	 -	-1.169693353	12.18245474	27.50305016	4.28E-02	TRUE
TRINITY_DN23262_c0_g1_i6128961	Hypothetical predicted protein	 -	4.078254981	4.564794252	0.174833387	4.29E-02	TRUE
TRINITY_DN7086_c0_g1_i9266689	Sodium-dependent serotonin transporter	SLC6A4	1.493118573	15.75990031	5.61320539	4.29E-02	TRUE
TRINITY_DN210762_c0_g1_i1113509	Hypothetical predicted protein	 -	-1.635568305	2.965531043	9.254365364	4.30E-02	TRUE
TRINITY_DN19147_c0_g1_i197365	Rho-related GTP-binding protein RhoQ	RHOQ	-2.149495278	1.507132114	6.639016221	4.31E-02	TRUE
TRINITY_DN4852_c0_g1_i3219180	Hypothetical predicted protein	 -	3.904029096	7.859096481	0.519426201	4.32E-02	TRUE
TRINITY_DN18720_c0_g1_i194327	Cell division cycle protein 20 homolog	CDC20	1.729899162	11.56520493	3.485686186	4.32E-02	TRUE
TRINITY_DN275588_c0_g3_i3152098	Hypothetical predicted protein	 -	-1.55154253	3.554193948	10.46489214	4.32E-02	TRUE
TRINITY_DN34352_c0_g1_i10177809	Hypothetical predicted protein	 -	-4.677175187	0	4.226766614	4.33E-02	TRUE
TRINITY_DN4065_c0_g1_i10197502	Acetyl-CoA acetyltransferase	ACAT	1.233526902	17.23637529	7.33720831	4.33E-02	TRUE
TRINITY_DN698_c0_g1_i10264801	Hypothetical predicted protein	 -	10.65460258	311.4650721	0	4.34E-02	TRUE
TRINITY_DN30039_c0_g1_i10161748	Sugar transporter SWEET1	SWEET1	1.665305607	7.781776394	2.457084316	4.34E-02	TRUE
TRINITY_DN1200_c0_g1_i326566	"ADP,ATP carrier protein 1, mitochondrial"	ANT1	2.619108414	7.507073666	1.21567192	4.35E-02	TRUE
TRINITY_DN2612_c0_g1_i1145631	Protein diaphanous homolog 1	DIAPH1	-2.151683331	1.514537618	6.670706752	4.36E-02	TRUE
TRINITY_DN1948505_c0_g1_i199791	Polyubiquitin-B	UBB	5.386810116	8.085225721	0	4.36E-02	TRUE
TRINITY_DN3174_c0_g1_i1169094	Nuclear transport factor 2	NUTF2	1.10031937	100.0345441	46.66127681	4.36E-02	TRUE
TRINITY_DN67676_c4_g1_i1260340	Hypothetical predicted protein	 -	5.930514386	11.78066362	0	4.36E-02	TRUE
TRINITY_DN914_c0_g1_i15300092	Receptor tyrosine-protein kinase erbB-2	ERBB2	-0.753853822	29.20130111	49.27836995	4.36E-02	TRUE
TRINITY_DN9357_c0_g1_i12303432	Cholecystokinin receptor type A	CCKAR	-2.019395044	2.663276527	10.869002	4.36E-02	TRUE
TRINITY_DN17594_c0_g2_i184787	Hypothetical predicted protein	 -	-4.572435797	0.3012194	7.656058744	4.36E-02	TRUE
TRINITY_DN3694_c0_g1_i2186305	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	SMARCD1	1.263648677	46.13008661	19.21682234	4.36E-02	TRUE
TRINITY_DN3949_c0_g1_i1194059	Pirin	PIR	-1.825625941	4.802469458	16.9661991	4.37E-02	TRUE
TRINITY_DN4419_c0_g1_i11207110	"Methylglutaconyl-CoA hydratase, mitochondrial"	AUH	-1.601017143	10.40269013	31.64775563	4.37E-02	TRUE
TRINITY_DN15318_c0_g3_i263165	E3 ubiquitin-protein ligase TRIM9	TRIM9	2.135161513	5.38372686	1.225953873	4.37E-02	TRUE
TRINITY_DN3779_c1_g1_i2188926	Hypothetical predicted protein	 -	5.436706256	8.369404185	0	4.37E-02	TRUE
TRINITY_DN1004_c0_g1_i1583	Protein lingerer	lig	0.847071069	35.84707937	19.9174628	4.37E-02	TRUE
TRINITY_DN179479_c0_g1_i187717	Hypothetical predicted protein	 -	4.52241418	4.436670749	0	4.38E-02	TRUE
TRINITY_DN32459_c0_g3_i1171640	Hypothetical predicted protein	 -	4.52241418	4.436670749	0	4.38E-02	TRUE
TRINITY_DN13902_c1_g1_i1147455	3'-5' ssDNA/RNA exonuclease TatD 	tatD	4.5264895	4.450446643	0	4.39E-02	TRUE
TRINITY_DN19897_c0_g1_i2103968	Hypothetical predicted protein	 -	4.5264895	4.450446643	0	4.39E-02	TRUE
TRINITY_DN27513_c0_g1_i1151893	Protein ZBED8	ZBED8	4.5264895	4.450446643	0	4.39E-02	TRUE
TRINITY_DN3085_c0_g1_i2165424	CYFIP-related Rac1 interactor A	CYRIA	-1.094635402	8.902963517	19.09297624	4.39E-02	TRUE
TRINITY_DN3561_c0_g1_i11182035	Regulator of G-protein signaling 12	RGS12	-4.792963284	0	4.578325252	4.39E-02	TRUE
TRINITY_DN4731_c0_g1_i2215705	RuvB-like helicase 1	RUVBL1	1.136317326	29.96616526	13.65571427	4.39E-02	TRUE
TRINITY_DN963_c0_g1_i1307600	Prostaglandin G/H synthase 2	PTGS2	-6.061624032	1.800946009	120.0440087	4.39E-02	TRUE
TRINITY_DN25728_c0_g2_i5143692	"Tryptophan--tRNA ligase, mitochondrial"	WARS2	3.670307284	4.792993723	0.35367046	4.41E-02	TRUE
TRINITY_DN15530_c0_g1_i165237	Hypothetical predicted protein	 -	-3.786885055	0	2.279123336	4.42E-02	TRUE
TRINITY_DN13568_c0_g2_i343995	Bardet-Biedl syndrome 7 protein homolog	BBS7	3.001000844	4.198995544	0.519426201	4.43E-02	TRUE
TRINITY_DN10375_c0_g1_i54933	Tyrosyl-DNA phosphodiesterase 2	TDP2	-3.788978532	0	2.285409943	4.43E-02	TRUE
TRINITY_DN1848_c0_g1_i392403	E3 ubiquitin-protein ligase TRIM33	TRIM33	2.934623517	5.363580577	0.706527673	4.43E-02	TRUE
TRINITY_DN12482_c0_g1_i132287	DNA mismatch repair protein PMS1	PMS1	4.338261065	3.911552037	0	4.44E-02	TRUE
TRINITY_DN138420_c0_g1_i446786	Leishmanolysin-like peptidase 2	LMLN2	-3.987996893	0	2.614144836	4.45E-02	TRUE
TRINITY_DN13718_c0_g1_i145512	Trimeric intracellular cation channel type A	TMEM38A	1.094737342	16.4470647	7.698432529	4.45E-02	TRUE
TRINITY_DN7713_c0_g2_i1277504	Hypothetical predicted protein	 -	6.113297183	13.37252133	0	4.46E-02	TRUE
TRINITY_DN16262_c0_g1_i1071743	Copper homeostasis protein CutC	CUTC	3.177458795	4.724114256	0.519426201	4.46E-02	TRUE
